tanggal,min,max,avg
2022-11-27,9098.1,11119.9,10109
2022-11-28,9097.2,11118.8,10108
2022-11-29,9096.3,11117.7,10107
2022-11-30,9080.1,11097.9,10089
2022-12-01,9092.7,11113.3,10103
2022-12-02,9094.5,11115.5,10105
2022-12-03,9101.7,11124.3,10113
2022-12-04,9104.4,11127.6,10116
2022-12-05,9117.0,11143.0,10130
2022-12-06,9130.5,11159.5,10145
2022-12-07,9146.7,11179.3,10163
2022-12-08,9162.0,11198.0,10180
2022-12-09,9163.8,11200.2,10182
2022-12-10,9163.8,11200.2,10182
2022-12-11,9167.4,11204.6,10186
2022-12-12,9183.6,11224.4,10204
2022-12-13,9206.1,11251.9,10229
2022-12-14,9214.2,11261.8,10238
2022-12-15,9212.4,11259.6,10236
2022-12-16,9225.9,11276.1,10251
2022-12-17,9224.1,11273.9,10249
2022-12-18,9220.5,11269.5,10245
2022-12-19,9249.3,11304.7,10277
2022-12-20,9281.7,11344.3,10313
2022-12-21,9268.2,11327.8,10298
2022-12-22,9309.6,11378.4,10344
2022-12-23,9305.1,11372.9,10339
2022-12-24,9298.8,11365.2,10332
2022-12-25,9302.4,11369.6,10336
2022-12-26,9345.6,11422.4,10384
2022-12-27,9347.4,11424.6,10386
2022-12-28,9349.2,11426.8,10388
2022-12-29,9355.5,11434.5,10395
2022-12-30,9378.0,11462.0,10420
2022-12-31,9379.8,11464.2,10422
2023-01-01,9383.4,11468.6,10426
2023-01-02,9380.7,11465.3,10423
2023-01-03,9384.3,11469.7,10427
2023-01-04,9387.9,11474.1,10431
2023-01-05,9419.4,11512.6,10466
2023-01-06,9426.6,11521.4,10474
2023-01-07,9424.8,11519.2,10472
2023-01-08,9432.9,11529.1,10481
2023-01-09,9447.3,11546.7,10497
2023-01-10,9466.2,11569.8,10518
2023-01-11,9467.1,11570.9,10519
2023-01-12,9484.2,11591.8,10538
2023-01-13,9496.8,11607.2,10552
2023-01-14,9509.4,11622.6,10566
2023-01-15,9509.4,11622.6,10566
2023-01-16,9559.8,11684.2,10622
2023-01-17,9601.2,11734.8,10668
2023-01-18,9588.6,11719.4,10654
2023-01-19,9587.7,11718.3,10653
2023-01-20,9585.0,11715.0,10650
2023-01-21,9587.7,11718.3,10653
2023-01-22,9587.7,11718.3,10653
2023-01-23,9587.7,11718.3,10653
2023-01-24,9604.8,11739.2,10672
2023-01-25,9612.9,11749.1,10681
2023-01-26,9662.4,11809.6,10736
2023-01-27,9688.5,11841.5,10765
2023-01-28,9707.4,11864.6,10786
2023-01-29,9712.8,11871.2,10792
2023-01-30,9710.1,11867.9,10789
2023-01-31,9723.6,11884.4,10804
2023-02-01,9742.5,11907.5,10825
2023-02-02,9794.7,11971.3,10883
2023-02-03,9778.5,11951.5,10865
2023-02-04,9790.2,11965.8,10878
2023-02-05,9765.9,11936.1,10851
2023-02-06,9837.9,12024.1,10931
2023-02-07,9913.5,12116.5,11015
2023-02-08,9877.5,12072.5,10975
2023-02-09,9855.9,12046.1,10951
2023-02-10,9796.5,11973.5,10885
2023-02-11,9743.4,11908.6,10826
2023-02-12,9736.2,11899.8,10818
2023-02-13,9738.0,11902.0,10820
2023-02-14,9638.1,11779.9,10709
2023-02-15,9649.8,11794.2,10722
2023-02-16,9657.0,11803.0,10730
2023-02-17,9630.0,11770.0,10700
2023-02-18,9608.4,11743.6,10676
2023-02-19,9626.4,11765.6,10696
2023-02-20,9589.5,11720.5,10655
2023-02-21,9474.3,11579.7,10527
2023-02-22,9403.2,11492.8,10448
2023-02-23,9328.5,11401.5,10365
2023-02-24,9152.1,11185.9,10169
2023-02-25,9102.6,11125.4,10114
2023-02-26,9054.0,11066.0,10060
2023-02-27,9027.0,11033.0,10030
2023-02-28,8964.0,10956.0,9960
2023-03-01,8959.5,10950.5,9955
2023-03-02,8932.5,10917.5,9925
2023-03-03,8902.8,10881.2,9892
2023-03-04,8913.6,10894.4,9904
2023-03-05,8904.6,10883.4,9894
2023-03-06,8901.9,10880.1,9891
2023-03-07,8896.5,10873.5,9885
2023-03-08,8905.5,10884.5,9895
2023-03-09,8931.6,10916.4,9924
2023-03-10,8933.4,10918.6,9926
2023-03-11,8919.0,10901.0,9910
2023-03-12,8901.9,10880.1,9891
2023-03-13,8952.3,10941.7,9947
2023-03-14,8992.8,10991.2,9992
2023-03-15,9100.8,11123.2,10112
2023-03-16,9126.0,11154.0,10140
2023-03-17,9111.6,11136.4,10124
2023-03-18,9117.9,11144.1,10131
2023-03-19,9086.4,11105.6,10096
2023-03-20,9095.4,11116.6,10106
2023-03-21,9097.2,11118.8,10108
2023-03-22,9106.2,11129.8,10118
2023-03-23,9112.5,11137.5,10125
2023-03-24,9115.2,11140.8,10128
2023-03-25,9148.5,11181.5,10165
2023-03-26,9152.1,11185.9,10169
2023-03-27,9164.7,11201.3,10183
2023-03-28,9165.6,11202.4,10184
2023-03-29,9158.4,11193.6,10176
2023-03-30,9146.7,11179.3,10163
2023-03-31,9135.0,11165.0,10150
2023-04-01,9138.6,11169.4,10154
2023-04-02,9158.4,11193.6,10176
2023-04-03,9211.5,11258.5,10235
2023-04-04,9117.9,11144.1,10131
2023-04-05,9261.0,11319.0,10290
2023-04-06,9289.8,11354.2,10322
2023-04-07,9290.7,11355.3,10323
2023-04-08,9272.7,11333.3,10303
2023-04-09,9297.9,11364.1,10331
2023-04-10,9302.4,11369.6,10336
2023-04-11,9308.7,11377.3,10343
2023-04-12,9309.6,11378.4,10344
2023-04-13,9309.6,11378.4,10344
2023-04-14,9312.3,11381.7,10347
2023-04-15,9317.7,11388.3,10353
2023-04-16,9316.8,11387.2,10352
2023-04-17,9346.5,11423.5,10385
2023-04-18,9341.1,11416.9,10379
2023-04-19,9326.7,11399.3,10363
2023-04-20,9326.7,11399.3,10363
2023-04-21,9327.6,11400.4,10364
2023-04-22,9328.5,11401.5,10365
2023-04-23,9329.4,11402.6,10366
2023-04-24,9334.8,11409.2,10372
2023-04-25,9344.7,11421.3,10383
2023-04-26,9341.1,11416.9,10379
2023-04-27,9342.9,11419.1,10381
2023-04-28,9342.0,11418.0,10380
2023-04-29,9342.9,11419.1,10381
2023-04-30,9339.3,11414.7,10377
2023-05-01,9342.0,11418.0,10380
2023-05-02,9359.1,11438.9,10399
2023-05-03,9365.4,11446.6,10406
2023-05-04,9347.4,11424.6,10386
2023-05-05,9354.6,11433.4,10394
2023-05-06,9350.1,11427.9,10389
2023-05-07,9366.3,11447.7,10407
2023-05-08,9361.8,11442.2,10402
2023-05-09,9368.1,11449.9,10409
2023-05-10,9394.2,11481.8,10438
2023-05-11,9401.4,11490.6,10446
2023-05-12,9396.9,11485.1,10441
2023-05-13,9402.3,11491.7,10447
2023-05-14,9405.0,11495.0,10450
2023-05-15,9410.4,11501.6,10456
2023-05-16,9410.4,11501.6,10456
2023-05-17,9402.3,11491.7,10447
2023-05-18,9405.9,11496.1,10451
2023-05-19,9406.8,11497.2,10452
2023-05-20,9400.5,11489.5,10445
2023-05-21,9398.7,11487.3,10443
2023-05-22,9408.6,11499.4,10454
2023-05-23,9412.2,11503.8,10458
2023-05-24,9394.2,11481.8,10438
2023-05-25,9399.6,11488.4,10444
2023-05-26,9393.3,11480.7,10437
2023-05-27,9401.4,11490.6,10446
2023-05-28,9404.1,11493.9,10449
2023-05-29,9431.1,11526.9,10479
2023-05-30,9406.8,11497.2,10452
2023-05-31,9369.9,11452.1,10411
2023-06-01,9362.7,11443.3,10403
2023-06-02,9365.4,11446.6,10406
2023-06-03,9379.8,11464.2,10422
2023-06-04,9375.3,11458.7,10417
2023-06-05,9383.4,11468.6,10426
2023-06-06,9370.8,11453.2,10412
2023-06-07,9377.1,11460.9,10419
2023-06-08,9366.3,11447.7,10407
2023-06-09,9347.4,11424.6,10386
2023-06-10,9336.6,11411.4,10374
2023-06-11,9339.3,11414.7,10377
2023-06-12,9323.1,11394.9,10359
2023-06-13,9320.4,11391.6,10356
2023-06-14,9323.1,11394.9,10359
2023-06-15,9315.0,11385.0,10350
2023-06-16,9317.7,11388.3,10353
2023-06-17,9309.6,11378.4,10344
2023-06-18,9311.4,11380.6,10346
2023-06-19,9311.4,11380.6,10346
2023-06-20,9306.9,11375.1,10341
2023-06-21,9302.4,11369.6,10336
2023-06-22,9297.0,11363.0,10330
2023-06-23,9294.3,11359.7,10327
2023-06-24,9300.6,11367.4,10334
2023-06-25,9305.1,11372.9,10339
2023-06-26,9303.3,11370.7,10337
2023-06-27,9301.5,11368.5,10335
2023-06-28,9303.3,11370.7,10337
2023-06-29,9306.9,11375.1,10341
2023-06-30,9304.2,11371.8,10338
2023-07-01,9303.3,11370.7,10337
2023-07-02,9297.0,11363.0,10330
2023-07-03,9309.6,11378.4,10344
2023-07-04,9312.3,11381.7,10347
2023-07-05,9296.1,11361.9,10329
2023-07-06,9315.0,11385.0,10350
2023-07-07,9298.8,11365.2,10332
2023-07-08,9302.4,11369.6,10336
2023-07-09,9302.4,11369.6,10336
2023-07-10,9297.9,11364.1,10331
2023-07-11,9297.0,11363.0,10330
2023-07-12,9305.1,11372.9,10339
2023-07-13,9302.4,11369.6,10336
2023-07-14,9292.5,11357.5,10325
2023-07-15,9293.4,11358.6,10326
2023-07-16,9295.2,11360.8,10328
2023-07-17,9277.2,11338.8,10308
2023-07-18,9276.3,11337.7,10307
2023-07-19,9274.5,11335.5,10305
2023-07-20,9272.7,11333.3,10303
2023-07-21,9270.9,11331.1,10301
2023-07-22,9274.5,11335.5,10305
2023-07-23,9301.5,11368.5,10335
2023-07-24,9312.3,11381.7,10347
2023-07-25,9304.2,11371.8,10338
2023-07-26,9301.5,11368.5,10335
2023-07-27,9314.1,11383.9,10349
2023-07-28,9307.8,11376.2,10342
2023-07-29,9299.7,11366.3,10333
2023-07-30,9279.0,11341.0,10310
2023-07-31,9286.2,11349.8,10318
2023-08-01,9260.1,11317.9,10289
2023-08-02,9270.9,11331.1,10301
2023-08-03,9288.0,11352.0,10320
2023-08-04,9285.3,11348.7,10317
2023-08-05,9303.3,11370.7,10337
2023-08-06,9300.6,11367.4,10334
2023-08-07,9288.9,11353.1,10321
2023-08-08,9294.3,11359.7,10327
2023-08-09,9285.3,11348.7,10317
2023-08-10,9296.1,11361.9,10329
2023-08-11,9291.6,11356.4,10324
2023-08-12,9279.9,11342.1,10311
2023-08-13,9279.9,11342.1,10311
2023-08-14,9362.7,11443.3,10403
2023-08-15,9349.2,11426.8,10388
2023-08-16,9353.7,11432.3,10393
2023-08-17,9372.6,11455.4,10414
2023-08-18,9376.2,11459.8,10418
2023-08-19,9346.5,11423.5,10385
2023-08-20,9316.8,11387.2,10352
2023-08-21,9345.6,11422.4,10384
2023-08-22,9366.3,11447.7,10407
2023-08-23,9399.6,11488.4,10444
2023-08-24,9448.2,11547.8,10498
2023-08-25,9478.8,11585.2,10532
2023-08-26,9499.5,11610.5,10555
2023-08-27,9536.4,11655.6,10596
2023-08-28,9580.5,11709.5,10645
2023-08-29,9624.6,11763.4,10694
2023-08-30,9656.1,11801.9,10729
2023-08-31,9651.6,11796.4,10724
2023-09-01,9671.4,11820.6,10746
2023-09-02,9745.2,11910.8,10828
2023-09-03,9756.9,11925.1,10841
2023-09-04,9895.5,12094.5,10995
2023-09-05,10008.9,12233.1,11121
2023-09-06,10055.7,12290.3,11173
2023-09-07,10055.7,12290.3,11173
2023-09-08,10087.2,12328.8,11208
2023-09-09,10127.7,12378.3,11253
2023-09-10,10160.1,12417.9,11289
2023-09-11,10257.3,12536.7,11397
2023-09-12,10295.1,12582.9,11439
2023-09-13,10248.3,12525.7,11387
2023-09-14,10232.1,12505.9,11369
2023-09-15,10249.2,12526.8,11388
2023-09-16,10266.3,12547.7,11407
2023-09-17,10272.6,12555.4,11414
2023-09-18,10330.2,12625.8,11478
2023-09-19,10355.4,12656.6,11506
2023-09-20,10381.5,12688.5,11535
2023-09-21,10395.9,12706.1,11551
2023-09-22,10407.6,12720.4,11564
2023-09-23,10418.4,12733.6,11576
2023-09-24,10415.7,12730.3,11573
2023-09-25,10456.2,12779.8,11618
2023-09-26,10464.3,12789.7,11627
2023-09-27,10452.6,12775.4,11614
2023-09-28,10440.0,12760.0,11600
2023-09-29,10476.0,12804.0,11640
2023-09-30,10478.7,12807.3,11643
2023-10-01,10478.7,12807.3,11643
2023-10-02,10469.7,12796.3,11633
2023-10-03,10484.1,12813.9,11649
2023-10-04,10485.0,12815.0,11650
2023-10-05,10491.3,12822.7,11657
2023-10-06,10496.7,12829.3,11663
2023-10-07,10461.6,12786.4,11624
2023-10-08,10473.3,12800.7,11637
2023-10-09,10488.6,12819.4,11654
2023-10-10,10474.2,12801.8,11638
2023-10-11,10468.8,12795.2,11632
2023-10-12,10460.7,12785.3,11623
2023-10-13,10440.0,12760.0,11600
2023-10-14,10430.1,12747.9,11589
2023-10-15,10436.4,12755.6,11596
2023-10-16,10429.2,12746.8,11588
2023-10-17,10365.3,12668.7,11517
2023-10-18,10366.2,12669.8,11518
2023-10-19,10356.3,12657.7,11507
2023-10-20,10358.1,12659.9,11509
2023-10-21,10354.5,12655.5,11505
2023-10-22,10354.5,12655.5,11505
2023-10-23,10358.1,12659.9,11509
2023-10-24,10346.4,12645.6,11496
2023-10-25,10341.9,12640.1,11491
2023-10-26,10309.5,12600.5,11455
2023-10-27,10310.4,12601.6,11456
2023-10-28,10312.2,12603.8,11458
2023-10-29,10312.2,12603.8,11458
2023-10-30,10291.5,12578.5,11435
2023-10-31,10291.5,12578.5,11435
2023-11-01,10284.3,12569.7,11427
2023-11-02,10268.1,12549.9,11409
2023-11-03,10245.6,12522.4,11384
2023-11-04,10246.5,12523.5,11385
2023-11-05,10227.6,12500.4,11364
2023-11-06,10230.3,12503.7,11367
2023-11-07,10213.2,12482.8,11348
2023-11-08,10212.3,12481.7,11347
2023-11-09,10203.3,12470.7,11337
2023-11-10,10200.6,12467.4,11334
2023-11-11,10202.4,12469.6,11336
2023-11-12,10202.4,12469.6,11336
2023-11-13,10200.6,12467.4,11334
2023-11-14,10227.6,12500.4,11364
2023-11-15,10227.6,12500.4,11364
2023-11-16,10229.4,12502.6,11366
2023-11-17,10224.9,12497.1,11361
2023-11-18,10223.1,12494.9,11359
2023-11-19,10234.8,12509.2,11372
2023-11-20,10233.9,12508.1,11371
2023-11-21,10235.7,12510.3,11373
2023-11-22,10234.8,12509.2,11372
2023-11-23,10231.2,12504.8,11368
2023-11-24,10231.2,12504.8,11368
2023-11-25,10229.4,12502.6,11366
2023-11-26,10226.7,12499.3,11363
2023-11-27,10194.3,12459.7,11327
2023-11-28,10189.8,12454.2,11322
2023-11-29,10199.7,12466.3,11333
2023-11-30,10193.4,12458.6,11326
2023-12-01,10194.3,12459.7,11327
2023-12-02,10200.6,12467.4,11334
2023-12-03,10200.6,12467.4,11334
2023-12-04,10200.6,12467.4,11334
2023-12-05,10203.3,12470.7,11337
2023-12-06,10161.9,12420.1,11291
2023-12-07,10161.0,12419.0,11290
2023-12-08,10154.7,12411.3,11283
2023-12-09,10160.1,12417.9,11289
2023-12-10,10161.9,12420.1,11291
2023-12-11,10203.3,12470.7,11337
2023-12-12,10189.8,12454.2,11322
2023-12-13,10201.5,12468.5,11335
2023-12-14,10200.6,12467.4,11334
2023-12-15,10183.5,12446.5,11315
2023-12-16,10183.5,12446.5,11315
2023-12-17,10176.3,12437.7,11307
2023-12-18,10182.6,12445.4,11314
2023-12-19,10213.2,12482.8,11348
2023-12-20,10210.5,12479.5,11345
2023-12-21,10210.5,12479.5,11345
2023-12-22,10210.5,12479.5,11345
2023-12-23,10211.4,12480.6,11346
2023-12-24,10211.4,12480.6,11346
2023-12-25,10213.2,12482.8,11348
2023-12-26,10214.1,12483.9,11349
2023-12-27,10214.1,12483.9,11349
2023-12-28,10213.2,12482.8,11348
2023-12-29,10212.3,12481.7,11347
2023-12-30,10215.0,12485.0,11350
2023-12-31,10219.5,12490.5,11355
2024-01-01,10219.5,12490.5,11355
2024-01-02,10225.8,12498.2,11362
2024-01-03,10231.2,12504.8,11368
2024-01-04,10230.3,12503.7,11367
2024-01-05,10227.6,12500.4,11364
2024-01-06,10224.0,12496.0,11360
2024-01-07,10223.1,12494.9,11359
2024-01-08,10260.0,12540.0,11400
2024-01-09,10276.2,12559.8,11418
2024-01-10,10279.8,12564.2,11422
2024-01-11,10276.2,12559.8,11418
2024-01-12,10278.0,12562.0,11420
2024-01-13,10276.2,12559.8,11418
2024-01-14,10271.7,12554.3,11413
2024-01-15,10258.2,12537.8,11398
2024-01-16,10251.9,12530.1,11391
2024-01-17,10266.3,12547.7,11407
2024-01-18,10256.4,12535.6,11396
2024-01-19,10247.4,12524.6,11386
2024-01-20,10238.4,12513.6,11376
2024-01-21,10239.3,12514.7,11377
2024-01-22,10242.9,12519.1,11381
2024-01-23,10244.7,12521.3,11383
2024-01-24,10247.4,12524.6,11386
2024-01-25,10247.4,12524.6,11386
2024-01-26,10263.6,12544.4,11404
2024-01-27,10269.0,12551.0,11410
2024-01-28,10280.7,12565.3,11423
2024-01-29,10216.8,12487.2,11352
2024-01-30,10232.1,12505.9,11369
2024-01-31,10251.9,12530.1,11391
2024-02-01,10260.9,12541.1,11401
2024-02-02,10291.5,12578.5,11435
2024-02-03,10293.3,12580.7,11437
2024-02-04,10294.2,12581.8,11438
2024-02-05,10305.0,12595.0,11450
2024-02-06,10372.5,12677.5,11525
2024-02-07,10345.5,12644.5,11495
2024-02-08,10356.3,12657.7,11507
2024-02-09,10368.0,12672.0,11520
2024-02-10,10384.2,12691.8,11538
2024-02-11,10407.6,12720.4,11564
2024-02-12,10467.0,12793.0,11630
2024-02-13,10520.1,12857.9,11689
2024-02-14,10526.4,12865.6,11696
2024-02-15,10763.1,13154.9,11959
2024-02-16,10730.7,13115.3,11923
2024-02-17,10762.2,13153.8,11958
2024-02-18,10762.2,13153.8,11958
2024-02-19,10797.3,13196.7,11997
2024-02-20,10786.5,13183.5,11985
2024-02-21,10780.2,13175.8,11978
2024-02-22,10804.5,13205.5,12005
2024-02-23,10719.0,13101.0,11910
2024-02-24,10657.8,13026.2,11842
2024-02-25,10668.6,13039.4,11854
2024-02-26,10762.2,13153.8,11958
2024-02-27,10719.9,13102.1,11911
2024-02-28,10720.8,13103.2,11912
2024-02-29,10789.2,13186.8,11988
2024-03-01,10775.7,13170.3,11973
2024-03-02,10775.7,13170.3,11973
2024-03-03,10733.4,13118.6,11926
2024-03-04,10762.2,13153.8,11958
2024-03-05,10755.9,13146.1,11951
2024-03-06,10761.3,13152.7,11957
2024-03-07,10848.6,13259.4,12054
2024-03-08,10832.4,13239.6,12036
2024-03-09,10830.6,13237.4,12034
2024-03-10,10827.9,13234.1,12031
2024-03-11,10793.7,13192.3,11993
2024-03-12,10810.8,13213.2,12012
2024-03-13,10775.7,13170.3,11973
2024-03-14,10718.1,13099.9,11909
2024-03-15,10707.3,13086.7,11897
2024-03-16,10701.9,13080.1,11891
2024-03-17,10695.6,13072.4,11884
2024-03-18,10766.7,13159.3,11963
2024-03-19,10692.9,13069.1,11881
2024-03-20,10685.7,13060.3,11873
2024-03-21,10750.5,13139.5,11945
2024-03-22,10740.6,13127.4,11934
2024-03-23,10746.9,13135.1,11941
2024-03-24,10730.7,13115.3,11923
2024-03-25,10756.8,13147.2,11952
2024-03-26,10677.6,13050.4,11864
2024-03-27,10683.9,13058.1,11871
2024-03-28,10687.5,13062.5,11875
2024-03-29,10684.8,13059.2,11872
2024-03-30,10701.9,13080.1,11891
2024-03-31,10729.8,13114.2,11922
2024-04-01,10720.8,13103.2,11912
2024-04-02,10664.1,13033.9,11849
2024-04-03,10657.8,13026.2,11842
2024-04-04,10656.9,13025.1,11841
2024-04-05,10639.8,13004.2,11822
2024-04-06,10597.5,12952.5,11775
2024-04-07,10602.9,12959.1,11781
2024-04-08,10586.7,12939.3,11763
2024-04-09,10599.3,12954.7,11777
2024-04-10,10599.3,12954.7,11777
2024-04-11,10590.3,12943.7,11767
2024-04-12,10588.5,12941.5,11765
2024-04-13,10572.3,12921.7,11747
2024-04-14,10566.9,12915.1,11741
2024-04-15,10595.7,12950.3,11773
2024-04-16,10537.2,12878.8,11708
2024-04-17,10528.2,12867.8,11698
2024-04-18,10492.2,12823.8,11658
2024-04-19,10483.2,12812.8,11648
2024-04-20,10471.5,12798.5,11635
2024-04-21,10449.9,12772.1,11611
2024-04-22,10454.4,12777.6,11616
2024-04-23,10445.4,12766.6,11606
2024-04-24,10417.5,12732.5,11575
2024-04-25,10414.8,12729.2,11572
2024-04-26,10423.8,12740.2,11582
2024-04-27,10416.6,12731.4,11574
2024-04-28,10420.2,12735.8,11578
2024-04-29,10396.8,12707.2,11552
2024-04-30,10394.1,12703.9,11549
2024-05-01,10408.5,12721.5,11565
2024-05-02,10450.8,12773.2,11612
2024-05-03,10484.1,12813.9,11649
2024-05-04,10494.9,12827.1,11661
2024-05-05,10491.3,12822.7,11657
2024-05-06,10553.4,12898.6,11726
2024-05-07,10598.4,12953.6,11776
2024-05-08,10665.0,13035.0,11850
2024-05-09,10665.0,13035.0,11850
2024-05-10,10666.8,13037.2,11852
2024-05-11,10665.0,13035.0,11850
2024-05-12,10669.5,13040.5,11855
2024-05-13,10634.4,12997.6,11816
2024-05-14,10652.4,13019.6,11836
2024-05-15,10659.6,13028.4,11844
2024-05-16,10634.4,12997.6,11816
2024-05-17,10622.7,12983.3,11803
2024-05-18,10616.4,12975.6,11796
2024-05-19,10617.3,12976.7,11797
2024-05-20,10609.2,12966.8,11788
2024-05-21,10604.7,12961.3,11783
2024-05-22,10582.2,12933.8,11758
2024-05-23,10601.1,12956.9,11779
2024-05-24,10599.3,12954.7,11777
2024-05-25,10600.2,12955.8,11778
2024-05-26,10604.7,12961.3,11783
2024-05-27,10634.4,12997.6,11816
2024-05-28,10622.7,12983.3,11803
2024-05-29,10581.3,12932.7,11757
2024-05-30,10585.8,12938.2,11762
2024-05-31,10581.3,12932.7,11757
2024-06-01,10588.5,12941.5,11765
2024-06-02,10618.2,12977.8,11798
2024-06-03,10610.1,12967.9,11789
2024-06-04,10634.4,12997.6,11816
2024-06-05,10659.6,13028.4,11844
2024-06-06,10680.3,13053.7,11867
2024-06-07,10680.3,13053.7,11867
2024-06-08,10682.1,13055.9,11869
2024-06-09,10684.8,13059.2,11872
2024-06-10,10702.8,13081.2,11892
2024-06-11,10728.9,13113.1,11921
2024-06-12,10735.2,13120.8,11928
2024-06-13,10723.5,13106.5,11915
2024-06-14,10688.4,13063.6,11876
2024-06-15,10694.7,13071.3,11883
2024-06-16,10686.6,13061.4,11874
2024-06-17,10674.9,13047.1,11861
2024-06-18,10692.9,13069.1,11881
2024-06-19,10702.8,13081.2,11892
2024-06-20,10714.5,13095.5,11905
2024-06-21,10737.0,13123.0,11930
2024-06-22,10739.7,13126.3,11933
2024-06-23,10741.5,13128.5,11935
2024-06-24,10762.2,13153.8,11958
2024-06-25,10772.1,13165.9,11969
2024-06-26,10799.1,13198.9,11999
2024-06-27,10808.1,13209.9,12009
2024-06-28,10784.7,13181.3,11983
2024-06-29,10781.1,13176.9,11979
2024-06-30,10780.2,13175.8,11978
2024-07-01,10783.8,13180.2,11982
2024-07-02,10789.2,13186.8,11988
2024-07-03,10793.7,13192.3,11993
2024-07-04,10803.6,13204.4,12004
2024-07-05,10809.9,13212.1,12011
2024-07-06,10815.3,13218.7,12017
2024-07-07,10807.2,13208.8,12008
2024-07-08,10819.8,13224.2,12022
2024-07-09,10816.2,13219.8,12018
2024-07-10,10832.4,13239.6,12036
2024-07-11,10858.5,13271.5,12065
2024-07-12,10863.0,13277.0,12070
2024-07-13,10863.0,13277.0,12070
2024-07-14,10867.5,13282.5,12075
2024-07-15,10871.1,13286.9,12079
2024-07-16,10877.4,13294.6,12086
2024-07-17,10872.9,13289.1,12081
2024-07-18,10879.2,13296.8,12088
2024-07-19,10892.7,13313.3,12103
2024-07-20,10887.3,13306.7,12097
2024-07-21,10883.7,13302.3,12093
2024-07-22,10888.2,13307.8,12098
2024-07-23,10895.4,13316.6,12106
2024-07-24,10895.4,13316.6,12106
2024-07-25,10899.0,13321.0,12110
2024-07-26,10898.1,13319.9,12109
2024-07-27,10918.8,13345.2,12132
2024-07-28,10927.8,13356.2,12142
2024-07-29,10917.0,13343.0,12130
2024-07-30,10897.2,13318.8,12108
2024-07-31,10899.9,13322.1,12111
2024-08-01,10899.9,13322.1,12111
2024-08-02,10897.2,13318.8,12108
2024-08-03,10899.9,13322.1,12111
2024-08-04,10899.9,13322.1,12111
2024-08-05,10903.5,13326.5,12115
2024-08-06,10904.4,13327.6,12116
2024-08-07,10895.4,13316.6,12106
2024-08-08,10895.4,13316.6,12106
2024-08-09,10901.7,13324.3,12113
2024-08-10,10901.7,13324.3,12113
2024-08-11,10903.5,13326.5,12115
2024-08-12,10899.9,13322.1,12111
2024-08-13,10896.3,13317.7,12107
2024-08-14,10899.0,13321.0,12110
2024-08-15,10899.0,13321.0,12110
2024-08-16,10895.4,13316.6,12106
2024-08-17,10895.4,13316.6,12106
2024-08-18,10881.0,13299.0,12090
2024-08-19,10906.2,13329.8,12118
2024-08-20,10912.5,13337.5,12125
2024-08-21,10909.8,13334.2,12122
2024-08-22,10904.4,13327.6,12116
2024-08-23,10899.9,13322.1,12111
2024-08-24,10894.5,13315.5,12105
2024-08-25,10899.0,13321.0,12110
2024-08-26,10905.3,13328.7,12117
2024-08-27,10912.5,13337.5,12125
2024-08-28,10923.3,13350.7,12137
2024-08-29,10923.3,13350.7,12137
2024-08-30,10923.3,13350.7,12137
2024-08-31,10923.3,13350.7,12137
2024-09-01,10927.8,13356.2,12142
2024-09-02,10923.3,13350.7,12137
2024-09-03,10937.7,13368.3,12153
2024-09-04,10939.5,13370.5,12155
2024-09-05,10939.5,13370.5,12155
2024-09-06,10945.8,13378.2,12162
2024-09-07,10944.9,13377.1,12161
2024-09-08,10944.9,13377.1,12161
2024-09-09,10954.8,13389.2,12172
2024-09-10,10971.9,13410.1,12191
2024-09-11,10989.9,13432.1,12211
2024-09-12,10995.3,13438.7,12217
2024-09-13,10995.3,13438.7,12217
2024-09-14,10989.0,13431.0,12210
2024-09-15,10982.7,13423.3,12203
2024-09-16,10989.9,13432.1,12211
2024-09-17,10991.7,13434.3,12213
2024-09-18,11000.7,13445.3,12223
2024-09-19,11001.6,13446.4,12224
2024-09-20,10998.0,13442.0,12220
2024-09-21,10998.9,13443.1,12221
2024-09-22,10993.5,13436.5,12215
2024-09-23,10991.7,13434.3,12213
2024-09-24,10990.8,13433.2,12212
2024-09-25,10992.6,13435.4,12214
2024-09-26,11007.9,13454.1,12231
2024-09-27,11018.7,13467.3,12243
2024-09-28,11015.1,13462.9,12239
2024-09-29,11011.5,13458.5,12235
2024-09-30,10998.9,13443.1,12221
2024-10-01,11003.4,13448.6,12226
2024-10-02,11002.5,13447.5,12225
2024-10-03,11002.5,13447.5,12225
2024-10-04,11005.2,13450.8,12228
2024-10-05,11005.2,13450.8,12228
2024-10-06,11003.4,13448.6,12226
2024-10-07,10983.6,13424.4,12204
2024-10-08,10989.0,13431.0,12210
2024-10-09,10994.4,13437.6,12216
2024-10-10,10998.9,13443.1,12221
2024-10-11,10998.9,13443.1,12221
2024-10-12,10995.3,13438.7,12217
2024-10-13,10995.3,13438.7,12217
2024-10-14,11005.2,13450.8,12228
2024-10-15,11008.8,13455.2,12232
2024-10-16,11008.8,13455.2,12232
2024-10-17,10995.3,13438.7,12217
2024-10-18,11001.6,13446.4,12224
2024-10-19,10989.0,13431.0,12210
2024-10-20,10985.4,13426.6,12206
2024-10-21,10980.9,13421.1,12201
2024-10-22,11010.6,13457.4,12234
2024-10-23,11003.4,13448.6,12226
2024-10-24,11003.4,13448.6,12226
2024-10-25,11003.4,13448.6,12226
